"RecordCategory","RecordSubCategory","StartDate","FinishDate","Details"
"Кормление","Бутылочка","26-февр.-2022 19:06","26-февр.-2022 19:06","60мл, смесь"
"Сон","","26-февр.-2022 17:48","26-февр.-2022 18:28",""
"Кормление","Бутылочка","26-февр.-2022 16:26","26-февр.-2022 16:26","60мл, смесь"
"Сон","","26-февр.-2022 15:13","26-февр.-2022 15:47",""
"Кормление","Бутылочка","26-февр.-2022 13:28","26-февр.-2022 13:28","60мл, смесь"
"Подгузники","Мокрый","26-февр.-2022 11:53","26-февр.-2022 11:53",""
"Сон","","26-февр.-2022 11:53","26-февр.-2022 13:15",""
"Кормление","Бутылочка","26-февр.-2022 10:45","26-февр.-2022 10:45","60мл, смесь"
"Сон","","26-февр.-2022 09:15","26-февр.-2022 09:48",""
"Кормление","Бутылочка","26-февр.-2022 08:00","26-февр.-2022 08:05","60мл, смесь"
"Сон","","25-февр.-2022 18:41","26-февр.-2022 07:00",""
"Кормление","Бутылочка","25-февр.-2022 17:06","25-февр.-2022 17:06","60мл, смесь"
"Сон","","25-февр.-2022 15:54","25-февр.-2022 16:31",""
"Кормление","Бутылочка","25-февр.-2022 14:14","25-февр.-2022 14:14","60мл, смесь"
"Сон","","25-февр.-2022 13:03","25-февр.-2022 13:43",""
"Сон","","25-февр.-2022 12:20","25-февр.-2022 13:03",""
"Кормление","Бутылочка","25-февр.-2022 11:21","25-февр.-2022 11:21","60мл, смесь"
"Сон","","25-февр.-2022 09:55","25-февр.-2022 10:24",""
"Кормление","Бутылочка","25-февр.-2022 05:36","25-февр.-2022 05:36","60мл, смесь"
"Сон","","24-февр.-2022 19:21","25-февр.-2022 08:00",""
"Кормление","Бутылочка","24-февр.-2022 19:09","24-февр.-2022 19:09","60мл, смесь"
"Кормление","Бутылочка","24-февр.-2022 16:35","24-февр.-2022 16:37","60мл, смесь"
"Сон","","24-февр.-2022 14:50","24-февр.-2022 15:38",""
"Кормление","Бутылочка","24-февр.-2022 13:56","24-февр.-2022 13:56","60мл, смесь"
"Сон","","24-февр.-2022 11:57","24-февр.-2022 13:13",""
"Кормление","Бутылочка","24-февр.-2022 10:26","24-февр.-2022 10:26","80мл, смесь"
"Сон","","24-февр.-2022 08:48","24-февр.-2022 10:09",""
"Подгузники","Мокрый","24-февр.-2022 07:57","24-февр.-2022 07:57",""
"Сон","","23-февр.-2022 19:31","24-февр.-2022 06:44",""
"Кормление","Бутылочка","23-февр.-2022 18:38","23-февр.-2022 18:38","80мл, смесь"
"Сон","","23-февр.-2022 17:28","23-февр.-2022 18:07",""
"Подгузники","Грязный","23-февр.-2022 15:57","23-февр.-2022 15:57","свечка"
"Сон","","23-февр.-2022 14:07","23-февр.-2022 15:38",""
"Подгузники","Мокрый","23-февр.-2022 14:04","23-февр.-2022 14:04",""
"Досуг","Игры","23-февр.-2022 14:04","23-февр.-2022 14:07",""
"Кормление","Бутылочка","23-февр.-2022 13:05","23-февр.-2022 13:10","80мл, смесь"
"Сон","","23-февр.-2022 11:01","23-февр.-2022 12:11",""
"Досуг","Игры","23-февр.-2022 10:58","23-февр.-2022 11:01",""
"Сон","","23-февр.-2022 07:02","23-февр.-2022 09:02",""
"Кормление","Бутылочка","23-февр.-2022 06:08","23-февр.-2022 06:08","80мл, смесь"
"Сон","","22-февр.-2022 19:36","23-февр.-2022 05:10",""
"Кормление","Бутылочка","22-февр.-2022 18:20","22-февр.-2022 18:20","80мл, смесь"
"Сон","","22-февр.-2022 17:12","22-февр.-2022 18:06",""
"Досуг","Игры","22-февр.-2022 16:57","22-февр.-2022 17:12",""
"Сон","","22-февр.-2022 14:37","22-февр.-2022 15:12",""
"Досуг","Игры","22-февр.-2022 14:33","22-февр.-2022 14:36",""
"Подгузники","Мокрый","22-февр.-2022 14:17","22-февр.-2022 14:17",""
"Кормление","Бутылочка","22-февр.-2022 13:03","22-февр.-2022 13:05","80мл, смесь"
"Досуг","Игры","22-февр.-2022 12:00","22-февр.-2022 12:29",""
"Сон","","22-февр.-2022 11:25","22-февр.-2022 12:45",""
"Досуг","Игры","22-февр.-2022 11:23","22-февр.-2022 11:27",""
"Подгузники","Мокрый","22-февр.-2022 11:23","22-февр.-2022 11:23",""
"Кормление","Бутылочка","22-февр.-2022 09:45","22-февр.-2022 09:57","60мл, смесь"
"Сон","","22-февр.-2022 08:46","22-февр.-2022 09:23",""
"Досуг","Игры","22-февр.-2022 08:42","22-февр.-2022 08:46",""
"Подгузники","Мокрый","22-февр.-2022 07:49","22-февр.-2022 07:49",""
"Кормление","Бутылочка","22-февр.-2022 07:41","22-февр.-2022 07:48","20мл, смесь"
"Кормление","Бутылочка","22-февр.-2022 07:32","22-февр.-2022 07:40","40мл, гр. молоко"
"Подгузники","Мокрый","22-февр.-2022 00:24","22-февр.-2022 00:24",""
"Кормление","Бутылочка","22-февр.-2022 00:12","22-февр.-2022 00:12","40мл, смесь"
"Подгузники","Мокрый","21-февр.-2022 18:36","21-февр.-2022 18:36",""
"Сон","","21-февр.-2022 18:36","22-февр.-2022 07:00",""
"Досуг","Игры","21-февр.-2022 18:32","21-февр.-2022 19:00",""
"Кормление","Бутылочка","21-февр.-2022 17:05","21-февр.-2022 17:17","40мл, смесь"
"Подгузники","Мокрый","21-февр.-2022 16:02","21-февр.-2022 16:02",""
"Сон","","21-февр.-2022 15:46","21-февр.-2022 16:28",""
"Досуг","Игры","21-февр.-2022 15:38","21-февр.-2022 15:47",""
"Досуг","Игры","21-февр.-2022 15:31","21-февр.-2022 15:37","ритуал"
"Кормление","Бутылочка","21-февр.-2022 15:03","21-февр.-2022 15:15","40мл, гр. молоко"
"Сон","","21-февр.-2022 12:35","21-февр.-2022 13:43",""
"Кормление","Бутылочка","21-февр.-2022 12:18","21-февр.-2022 12:22","90мл, смесь, комфорт симилак"
"Досуг","Игры","21-февр.-2022 12:05","21-февр.-2022 12:35",""
"Сон","","21-февр.-2022 11:29","21-февр.-2022 12:05",""
"Подгузники","Мокрый","21-февр.-2022 11:26","21-февр.-2022 11:26",""
"Досуг","Игры","21-февр.-2022 11:26","21-февр.-2022 11:29",""
"Кормление","Бутылочка","21-февр.-2022 10:15","21-февр.-2022 10:20","40мл, гр. молоко"
"Досуг","Игры","21-февр.-2022 09:26","21-февр.-2022 09:30","не получилось продлить"
"Сон","","21-февр.-2022 08:46","21-февр.-2022 09:26",""
"Подгузники","Мокрый","21-февр.-2022 08:45","21-февр.-2022 08:45",""
"Досуг","Игры","21-февр.-2022 08:45","21-февр.-2022 08:46",""
"Кормление","Бутылочка","21-февр.-2022 07:31","21-февр.-2022 07:40","40мл, гр. молоко"
"Кормление","Бутылочка","21-февр.-2022 02:59","21-февр.-2022 03:00","80мл, смесь"
"Подгузники","Мокрый","21-февр.-2022 02:59","21-февр.-2022 02:59",""
"Сон","","20-февр.-2022 18:39","21-февр.-2022 06:44","21:00, 2:41"
"Досуг","Игры","20-февр.-2022 18:24","20-февр.-2022 18:39",""
"Кормление","Бутылочка","20-февр.-2022 17:06","20-февр.-2022 17:06","60мл, смесь"
"Сон","","20-февр.-2022 15:46","20-февр.-2022 16:31",""
"Досуг","Игры","20-февр.-2022 15:41","20-февр.-2022 15:46",""
"Подгузники","Мокрый","20-февр.-2022 15:33","20-февр.-2022 15:33",""
"Кормление","Бутылочка","20-февр.-2022 14:32","20-февр.-2022 14:39","60мл, смесь"
"Досуг","Игры","20-февр.-2022 13:42","20-февр.-2022 13:53","не получилось продлить"
"Сон","","20-февр.-2022 12:59","20-февр.-2022 13:42",""
"Досуг","Игры","20-февр.-2022 12:54","20-февр.-2022 12:59",""
"Кормление","Бутылочка","20-февр.-2022 11:53","20-февр.-2022 12:01","80мл, смесь"
"Сон","","20-февр.-2022 10:17","20-февр.-2022 11:00",""
"Подгузники","Мокрый","20-февр.-2022 10:13","20-февр.-2022 10:13",""
"Досуг","Игры","20-февр.-2022 10:13","20-февр.-2022 10:17",""
"Кормление","Бутылочка","20-февр.-2022 09:01","20-февр.-2022 09:01","50мл, смесь"
"Кормление","Бутылочка","20-февр.-2022 08:58","20-февр.-2022 08:58","40мл, гр. молоко"
"Досуг","Игры","20-февр.-2022 08:07","20-февр.-2022 08:07","проснулся через 30 минут - недогул"
"Сон","","20-февр.-2022 07:36","20-февр.-2022 08:06",""
"Досуг","Игры","20-февр.-2022 07:31","20-февр.-2022 07:34",""
"Подгузники","Мокрый","20-февр.-2022 06:56","20-февр.-2022 06:56",""
"Кормление","Правая Грудь","20-февр.-2022 06:17","20-февр.-2022 06:25",""
"Подгузники","Мокрый","20-февр.-2022 02:59","20-февр.-2022 02:59",""
"Сон","","20-февр.-2022 02:59","20-февр.-2022 06:17",""
"Кормление","Бутылочка","20-февр.-2022 02:36","20-февр.-2022 02:40","70мл, смесь"
"Сон","","19-февр.-2022 20:42","20-февр.-2022 02:36",""
"Сон","","19-февр.-2022 19:14","19-февр.-2022 20:40","19:14"
"Кормление","Бутылочка","19-февр.-2022 18:12","19-февр.-2022 18:17","60мл, смесь"
"Сон","","19-февр.-2022 17:02","19-февр.-2022 17:43",""
"Досуг","Игры","19-февр.-2022 16:55","19-февр.-2022 17:02",""
"Кормление","Бутылочка","19-февр.-2022 15:58","19-февр.-2022 16:07","85мл, смесь"
"Досуг","Прогулка","19-февр.-2022 15:42","19-февр.-2022 15:55",""
"Сон","","19-февр.-2022 14:49","19-февр.-2022 15:20",""
"Досуг","Игры","19-февр.-2022 14:47","19-февр.-2022 14:49",""
"Досуг","Купание","19-февр.-2022 13:38","19-февр.-2022 13:46",""
"Подгузники","Грязный","19-февр.-2022 13:35","19-февр.-2022 13:35","сам"
"Кормление","Бутылочка","19-февр.-2022 13:16","19-февр.-2022 13:23","80мл, смесь"
"Досуг","Игры","19-февр.-2022 12:03","19-февр.-2022 12:18",""
"Сон","","19-февр.-2022 11:26","19-февр.-2022 12:57",""
"Досуг","Игры","19-февр.-2022 11:23","19-февр.-2022 11:26",""
"Подгузники","Мокрый","19-февр.-2022 10:20","19-февр.-2022 10:20",""
"Кормление","Бутылочка","19-февр.-2022 10:11","19-февр.-2022 10:16","60мл, смесь, + вода 20"
"Кормление","Правая Грудь","19-февр.-2022 10:04","19-февр.-2022 10:09",""
"Сон","","19-февр.-2022 08:17","19-февр.-2022 09:41",""
"Подгузники","Мокрый","19-февр.-2022 08:15","19-февр.-2022 08:15",""
"Досуг","Игры","19-февр.-2022 08:10","19-февр.-2022 08:15","ритуал"
"Кормление","Еда","19-февр.-2022 08:10","19-февр.-2022 08:10","каша овсянка, пюре кабачок, баклажан, перец"
"Кормление","Бутылочка","19-февр.-2022 07:31","19-февр.-2022 07:36","45мл, смесь"
"Сон","","19-февр.-2022 04:22","19-февр.-2022 06:41",""
"Кормление","Бутылочка","19-февр.-2022 04:22","19-февр.-2022 04:22","40мл, смесь"
"Сон","","18-февр.-2022 23:02","19-февр.-2022 03:54",""
"Кормление","Бутылочка","18-февр.-2022 22:56","18-февр.-2022 22:56","40мл, смесь"
"Сон","","18-февр.-2022 20:37","18-февр.-2022 22:34",""
"Сон","","18-февр.-2022 19:10","18-февр.-2022 20:26",""
"Сон","","18-февр.-2022 17:40","18-февр.-2022 19:00",""
"Кормление","Бутылочка","18-февр.-2022 16:10","18-февр.-2022 16:17","40мл, смесь"
"Сон","","18-февр.-2022 14:57","18-февр.-2022 15:41",""
"Кормление","Еда","18-февр.-2022 14:40","18-февр.-2022 14:40",""
"Кормление","Бутылочка","18-февр.-2022 13:44","18-февр.-2022 13:52","80мл, смесь"
"Досуг","Игры","18-февр.-2022 12:11","18-февр.-2022 12:22",""
"Сон","","18-февр.-2022 11:32","18-февр.-2022 13:09",""
"Подгузники","Мокрый","18-февр.-2022 10:44","18-февр.-2022 10:44",""
"Кормление","Бутылочка","18-февр.-2022 10:25","18-февр.-2022 10:30","75мл, смесь"
"Досуг","Купание","18-февр.-2022 10:10","18-февр.-2022 10:25",""
"Досуг","Игры","18-февр.-2022 09:01","18-февр.-2022 09:11",""
"Сон","","18-февр.-2022 08:10","18-февр.-2022 09:36",""
"Кормление","Бутылочка","18-февр.-2022 07:45","18-февр.-2022 07:45","30мл, смесь"
"Сон","","18-февр.-2022 04:14","18-февр.-2022 06:45",""
"Кормление","Бутылочка","18-февр.-2022 04:00","18-февр.-2022 04:05","60мл, смесь"
"Сон","","18-февр.-2022 01:01","18-февр.-2022 02:30",""
"Сон","","17-февр.-2022 23:13","18-февр.-2022 00:42",""
"Сон","","17-февр.-2022 21:30","17-февр.-2022 23:13",""
"Сон","","17-февр.-2022 18:44","17-февр.-2022 21:30",""
"Досуг","Игры","17-февр.-2022 18:16","17-февр.-2022 18:43","18;51 вернула грудь, засыпал без груди"
"Кормление","Еда","17-февр.-2022 17:57","17-февр.-2022 17:57","тыква"
"Подгузники","Мокрый","17-февр.-2022 17:57","17-февр.-2022 17:57",""
"Кормление","Бутылочка","17-февр.-2022 16:59","17-февр.-2022 16:59","60мл, смесь"
"Сон","","17-февр.-2022 15:32","17-февр.-2022 16:25",""
"Кормление","Бутылочка","17-февр.-2022 15:31","17-февр.-2022 15:31","60мл, смесь"
"Досуг","Игры","17-февр.-2022 15:12","17-февр.-2022 15:26",""
"Кормление","Еда","17-февр.-2022 14:56","17-февр.-2022 14:56","морковь"
"Подгузники","Мокрый","17-февр.-2022 14:56","17-февр.-2022 14:56",""
"Кормление","Бутылочка","17-февр.-2022 13:56","17-февр.-2022 13:59","90мл, смесь"
"Подгузники","Мокрый","17-февр.-2022 12:28","17-февр.-2022 12:28",""
"Сон","","17-февр.-2022 12:04","17-февр.-2022 13:28",""
"Досуг","Игры","17-февр.-2022 12:00","17-февр.-2022 12:04",""
